objname,ra2000,de2000,t,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist_best,name,ra,dec,semimaj_arcsec,axial_ratio,pos_angle,global_flag,GALEX_FUV,GALEX_FUV_err,GALEX_FUV_flag,GALEX_NUV,GALEX_NUV_err,GALEX_NUV_flag,SDSS_u,SDSS_u_err,SDSS_u_flag,SDSS_g,SDSS_g_err,SDSS_g_flag,SDSS_r,SDSS_r_err,SDSS_r_flag,SDSS_i,SDSS_i_err,SDSS_i_flag,SDSS_z,SDSS_z_err,SDSS_z_flag,2MASS_J,2MASS_J_err,2MASS_J_flag,2MASS_H,2MASS_H_err,2MASS_H_flag,2MASS_Ks,2MASS_Ks_err,2MASS_Ks_flag,WISE_3.4,WISE_3.4_err,WISE_3.4_flag,WISE_4.6,WISE_4.6_err,WISE_4.6_flag,WISE_12,WISE_12_err,WISE_12_flag,WISE_22,WISE_22_err,WISE_22_flag,Spitzer_3.6,Spitzer_3.6_err,Spitzer_3.6_flag,Spitzer_4.5,Spitzer_4.5_err,Spitzer_4.5_flag,Spitzer_5.8,Spitzer_5.8_err,Spitzer_5.8_flag,Spitzer_8.0,Spitzer_8.0_err,Spitzer_8.0_flag,Spitzer_24,Spitzer_24_err,Spitzer_24_flag,Spitzer_70,Spitzer_70_err,Spitzer_70_flag,Spitzer_160,Spitzer_160_err,Spitzer_160_flag,PACS_70,PACS_70_err,PACS_70_flag,PACS_100,PACS_100_err,PACS_100_flag,PACS_160,PACS_160_err,PACS_160_flag,SPIRE_250,SPIRE_250_err,SPIRE_250_flag,SPIRE_350,SPIRE_350_err,SPIRE_350_flag,SPIRE_500,SPIRE_500_err,SPIRE_500_flag
NGC4845,194.505,1.57587,2.3,Sab,1.74,5.495408859,12.14,90,1232,1813,24.75423266,19.5,1106,15.10103768,18.53532161,18.53532161,NGC4845,194.505,1.57587,290.1672528,3.443288303,-10.36373959,,0.001166248,8.20E-05,,0.001382335,1.31E-04,,0.01967563,0.00317109,,0.089418822,0.001819605,,0.184040744,0.003144532,,0.27471067,0.006464252,,0.347838193,0.027334193,,0.496740796,0.036667477,,0.555473961,0.099247257,A,0.493970962,0.082583255,,0.288619034,0.009624958,,0.167580595,0.007064163,,0.328531931,0.042257974,,0.559834018,0.083826153,,0.267527,0.008077641,,0.182433154,0.005549435,,,,,,,,,,,,,,,,,,,,23.19862526,1.76739645,n,28.0101475,2.060530576,n,12.87028962,0.714829101,,5.554143385,0.317299135,,1.918950304,0.110913943,
NGC5023,198.04905,44.03806,5.9,Sc,1.79,6.165949477,12.81,90,407,524,7.15456035,9.5,407,5.557072638,6.576575947,6.576575947,NGC5023,198.04905,44.03806,342.6196526,4.239150264,115.0508814,,0.004898989,2.37E-04,,0.007332362,2.20E-04,,0.018441369,0.002732746,,0.042550264,0.003502372,,0.062179243,0.00292936,,0.075250039,0.005301551,,0.070956718,0.007540124,,0.052692387,0.037343312,,0.046854234,0.086281234,,0.0084833,0.071071808,,0.043913627,0.003208836,,0.020996708,0.003058422,,0.026909764,0.009993347,,0.037498402,0.018556139,,0.045233317,0.001802207,n,0.030782259,0.001293951,n,0.016474128,0.003159927,n,0.023479258,0.001505306,n,0.054229638,0.011752884,,,,,,,,,,,2.607533434,0.552148714,,2.465596549,0.455452482,,1.653202684,0.27426646,,1.09917446,0.212678502,,0.52213526,0.131260088,
NGC5290,206.32965,41.71242,4,Sbc,1.51,3.235936498,13.29,80.5,2573,3136,42.81813217,35.01,2560,34.95357728,32.96098077,32.96098077,NGC5290,206.32965,41.71242,199.716597,2.212757176,-2.442538564,,0.001190673,1.65E-04,,0.001260413,7.75E-05,,0.009653523,7.58E-04,,0.040517633,9.56E-04,,0.082786331,0.001089921,,0.126242965,0.002101817,,0.163126819,0.006196612,,0.264651946,0.019621484,,0.308127472,0.071048187,,0.274751093,0.030957391,,0.155242887,0.004794901,,0.097110185,0.003534699,,0.204262723,0.009887286,,0.224114914,0.01613707,,0.150865879,0.004602226,,0.104577709,0.003223696,,,,,,,,,,,,,,,,,1.568027833,0.621007419,N,,,,6.376122626,2.157967469,N,5.239773916,0.317905803,,2.325728318,0.138736748,,0.791151953,0.06567863,
NGC5301,206.60265,46.10725,4.7,SBc,1.6,3.981071924,13.34,90,1503,2071,28.27689787,23.01,1506,20.56253413,20.89296957,20.89296957,NGC5301,206.60265,46.10725,245.2900199,2.89218338,56.66063345,,0.002506886,1.19E-04,,0.004275637,1.25E-04,,0.014761613,0.001096467,,0.046363933,8.76E-04,,0.08060907,0.001264777,,0.122258406,0.002110034,,0.14186993,0.009193972,,0.190395303,0.025029776,,0.201500554,0.065272102,,0.174315814,0.03161623,,0.106308008,0.003393125,,0.065144486,0.003349897,,0.244401301,0.012847477,,0.303859734,0.02348832,,0.105888432,0.003353173,,0.07271837,0.002261945,,,,,,,,,,,,,,,,,,,,9.255654782,0.879855711,,13.35635861,1.076615181,,7.838685124,0.459651565,,3.813746089,0.25154412,,1.546215158,0.12368651,
NGC5348,208.5468,5.22723,3.8,SBbc,1.59,3.890451749,14.18,90,1451,1930,26.35172037,19.04,1451,19.81157837,15.92209245,15.92209245,NGC5348,208.5468,5.22723,203.9834482,2.560997998,83.91813044,,0.001406648,7.76E-05,,0.002031483,8.15E-05,,0.005039865,0.001492621,,0.015382913,0.001213353,,0.025471082,0.001473336,,0.033128449,0.003945738,,0.035592791,0.004918366,,0.049121694,0.014917363,,0.051297178,0.028686405,,0.020964445,0.046545623,,0.02383776,0.001537236,,0.013887992,0.002002281,,0.027693617,0.005015427,,0.052154086,0.012176449,,0.021808139,0.001116149,,0.014276125,9.01E-04,,,,,,,,,,,,,,,,,,,,1.399694833,0.488375825,,1.861845508,0.578529151,,1.480762104,0.179104661,,0.902146081,0.157426781,,0.428194305,0.08086224,
NGC5356,208.74345,5.33361,3.8,SABb,1.45,2.818383241,13.63,90,1374,1856,25.34134353,25.54,1372,18.73293282,19.49844428,19.49844428,NGC5356,208.74345,5.33361,217.8194562,2.810101898,107.1724566,,4.56E-04,4.10E-05,,0.001024731,6.16E-05,,0.008611895,0.002229448,,0.027523914,0.001019,,0.052748317,0.001468458,,0.080593504,0.0033607,,0.097912303,0.005027929,,0.158115084,0.019739888,,0.172596416,0.03674282,,0.181002277,0.035388313,,0.069214791,0.002683386,,0.040026672,0.002192068,,0.09980658,0.00684841,,0.096568306,0.013642947,,0.066770126,0.002157002,N,0.045085671,0.001589239,N,,,,,,,,,,,,,,,,,,,3.656511233,0.526717075,,5.156554256,0.737489221,,3.833160245,0.25012132,,1.869716769,0.166850995,,0.707982671,0.107940493,
NGC5496,212.90865,-1.16048,6.5,SBcd,1.43,2.691534479,13.52,82,1541,1907,26.03768433,23.63,1543,21.06772256,22.59436247,22.59436247,NGC5496,212.90865,-1.16048,275.6250076,3.534968164,82.65310351,,0.005359897,2.53E-04,,0.008231558,2.56E-04,,0.015287622,0.001433247,,0.033277887,6.23E-04,,0.045231585,0.001977284,,0.056154559,0.002518493,,0.060990025,0.004371155,,0.088497787,0.038948107,,0.110598254,0.05242835,,0.069138628,0.066186215,,0.039066614,0.002197919,,0.036920013,0.007050259,,0.045864216,0.011375923,,0.043177077,0.033118383,,0.03218409,0.001222558,N,0.02314466,0.001119823,N,,,,,,,,,,,,,,,,,,,3.975824432,1.383726034,,2.89746395,1.310284337,,2.397856306,0.301555709,,1.283033715,0.195142339,,0.577765677,0.116947826,
NGC5506,213.31185,-3.20762,1.2,Sa,1.46,2.884031756,12.81,90,1853,2187,29.86073184,23.83,1819,24.83615511,,23.83,NGC5506,213.31185,-3.20762,173.0723321,1.834414869,-5.141937139,,5.99E-04,7.49E-05,,0.001270611,7.39E-05,,0.010044685,0.001396972,,0.043270957,0.002348359,,0.084413677,0.002738727,,0.121317601,0.004584925,,0.149343092,0.008500025,,0.236531709,0.025660839,,0.372783447,0.05602068,,0.386102326,0.044697277,,0.341475739,0.010177193,,0.500712203,0.017439673,,1.122559353,0.052098917,,3.342243531,0.188199239,,0.190718002,0.00618839,An,0.232715585,0.007040458,An,,,,,,,3.304416367,0.16630467,,,,,,,,,,,,,,,,,3.119604223,0.226592224,,1.293151851,0.13182714,,0.460677318,0.082997969,
NGC5560,215.0205,3.99192,3,SBb,1.54,3.4673682,13.18,90,1729,2163,29.53304205,20.57,1731,23.63462589,,20.57,NGC5560,215.0205,3.99192,234.4184398,3.06481059,27.35332966,,0.001376121,7.56E-05,,0.002266687,1.19E-04,,0.003405639,0.002373686,,0.016557784,9.60E-04,,0.039426091,0.001555541,,0.046811028,0.003048094,,0.039806085,0.013492247,,0.010703469,0.026720853,,0.0292211,0.060283879,,0.051189477,0.033321341,,0.067824473,0.002783677,,0.036435615,0.002846009,,0.121639556,0.00852994,,0.183840184,0.015695834,,0.029322787,0.002016642,N,0.041959555,0.00452908,,,,,,,,,,,,,,,,,,,,5.349135403,0.748337737,,5.449660167,0.751076155,,2.973102804,0.226500139,,1.210981687,0.180329076,,0.323894883,0.086829995,
NGC5577,215.3046,3.43581,3.8,Sbc,1.46,2.884031756,13.54,84.2,1489,1915,26.14691425,23.23,1489,20.33042054,19.23091374,19.23091374,NGC5577,215.3046,3.43581,160.7285988,2.057036006,-33.35275005,,0.001975806,9.54E-05,,0.003082818,1.08E-04,,0.010658729,7.36E-04,,0.030400031,6.53E-04,,0.05025634,9.32E-04,,0.066180344,0.002531942,,0.074714651,0.005183588,,0.106812783,0.010672347,,0.111245213,0.025992525,,0.095608065,0.018586516,,0.04825169,0.001821738,,0.028432215,0.002518038,,0.076636746,0.005931285,,0.074468982,0.014102608,,0.04545672,0.001823272,n,0.029411148,0.001863023,N,,,,0.089560969,0.002899263,N,0.082707071,0.005768224,n,,,,,,,,,,2.434833071,0.489408692,,3.329012803,0.622289634,,3.029086983,0.189226345,,1.589666746,0.121331772,,0.657263643,0.073868798,
NGC5746,221.23335,1.95472,3,SABb,1.86,7.244359839,11.34,90,1724,2133,29.12342982,29.79,1708,23.32058984,27.03959362,27.03959362,NGC5746,221.23335,1.95472,388.6068689,7.51703346,79.98959804,,,,,,,,0.027892659,0.005093356,,0.137928096,0.003308111,,0.308600312,0.005417745,,0.493846747,0.00607941,,0.651146968,0.011747479,,1.124305885,0.040665824,,1.397618091,0.094403769,,1.180790849,0.046306443,,0.607840749,0.017806653,,0.340574023,0.012031427,,0.441877435,0.021716765,,0.419145533,0.025618062,,0.569318537,0.017094665,N,0.393643007,0.011831392,N,0.324830574,0.009799714,N,0.493807191,0.014900658,N,0.408078519,0.033376874,,,,,,,,,,,14.53078743,2.148061489,,26.42279912,2.36316426,,18.16159009,1.042710027,,8.838345029,0.521812385,,3.503959228,0.215010179,
NGC5907,228.9735,56.32891,5.3,SABc,2.05,11.22018331,11.06,90,667,1121,15.3058438,15.91,667,9.10704533,17.21868817,17.21868817,NGC5907,228.9735,56.32891,564.3736192,5.698381744,63.8774324,,0.008612285,0.001140696,,0.012844704,7.07E-04,,0.048089479,0.012183771,,0.177618041,0.005835038,,0.342158101,0.0126738,,0.506078383,0.015860353,,0.682257297,0.032071085,,1.128007421,0.10499361,,1.598579237,0.137365154,,1.477553638,0.214791855,,0.780098502,0.023057433,,0.474230449,0.016478484,,1.647519102,0.07999764,,1.921540188,0.114515933,,0.776641306,0.02333969,n,0.533954192,0.016049094,n,0.808946168,0.028403048,an,1.75728595,0.053379073,an,1.760916474,0.088167616,,,,,,,,,,,63.16776884,4.464305649,n,93.32170225,6.551386773,n,55.64916304,3.062253504,,25.81408011,1.423110606,,10.19003497,0.562535723,
NGC6814,295.6692,-10.3237,4,SABb,1.49,3.0902955,12.1,85.6,1563,1872,25.55980339,22.8,1563,21.34079738,,22.8,NGC6814,295.6692,-10.3237,188.5453664,1.080822448,-36.63190676,,0.015374908,8.30E-04,,0.019399117,6.77E-04,,,,,,,,,,,,,,,,,0.773008024,0.075243255,,0.917034824,0.177003971,,0.735186086,0.067784694,,0.468237213,0.171098901,,0.240136517,0.011353377,,0.697846025,0.0420642,,0.949346118,0.060856607,,,,,0.282853996,0.011764658,N,0.25624409,0.014338072,N,0.631208155,0.020755415,N,0.769543724,0.049996872,N,,,,,,,4.140650153,0.305545812,N,,,,-0.703563576,0.04924945,NA,14.47719117,0.835730775,,6.564049825,0.42613005,,2.71162797,0.172151827,
NGC7090,324.12045,-54.55761,5,Sc,1.91,8.128304537,11.31,90,847,840,11.46914255,8.23,851,11.6193337,9.50604109,9.50604109,NGC7090,324.12045,-54.55761,425.0030181,4.165488637,37.03982825,,0.007725761,3.81E-04,,0.013930808,4.10E-04,,,,,,,,,,,,,,,,,0.428899738,0.136736523,,0.46990772,0.1803007,,0.312608157,0.148808629,,0.219989843,0.008606564,,0.130597011,0.00696768,,0.468621498,0.02886685,,0.685392269,0.056636394,,0.213743142,0.006813526,n,0.144525267,0.00533236,n,0.192150099,0.006876441,n,0.461516895,0.014445835,n,0.670413966,0.03439595,,,,,,,,,,,22.25427615,1.694517176,n,26.68430986,1.959763322,n,14.53218374,0.814747526,,7.777724893,0.436102434,,3.384897485,0.199053832,
NGC7721,354.70215,-6.51798,4.9,Sc,1.49,3.0902955,12.25,81.4,2015,2052,28.01747679,21.88,2014,27.49863463,31.7687301,31.7687301,NGC7721,354.70215,-6.51798,223.1536672,2.817018888,107.7799891,,0.006059317,2.75E-04,,0.008779479,2.44E-04,,0.026552594,0.003494855,,0.064297942,6.82E-04,,0.105440769,0.001570944,,0.142128386,0.005000516,,0.160562499,0.005455764,,0.228658317,0.012654042,,0.255616442,0.048159518,,0.209189539,0.020606485,,0.122376948,0.003987972,,0.075569105,0.003608523,,0.364973502,0.017478405,,0.456348782,0.029829312,,0.125617457,0.00401577,n,0.084314651,0.002715984,n,0.173448416,0.005472795,n,0.414734032,0.01288629,n,0.502413567,0.033386613,n,,,,,,,,,,,,,,,,10.26333672,0.601878539,,4.787330948,0.296477557,,1.909067711,0.126479952,
PGC044532,194.7576,34.86082,8.9,Sm,1.58,3.801894339,12.86,90,835,1103,15.06007646,10.66,837,11.42818132,9.954057496,9.954057496,PGC044532,194.7576,34.86082,235.7417525,1.741659386,111.3374681,,0.015484998,6.99E-04,,0.015608622,4.46E-04,,0.024161642,0.003468357,,0.040224451,0.001986289,,0.047094571,0.005081923,,0.046855646,0.008971696,,0.044975918,0.003215864,,0.030741902,0.036948946,,-0.134635285,0.118144032,a,-0.032872436,0.042729202,,0.029753272,0.004348598,,0.006403835,0.004205607,,0.019091647,0.008061333,,0.369489889,0.026083967,,0.024605228,0.006385023,N,0.018333307,0.001491961,N,-0.144252289,0.015201949,aNA,-0.04958056,0.004637776,NA,0.039767563,0.009413911,n,1.611562159,-0.161156216,N,2.482526102,-0.297903132,N,3.566531405,1.147460931,,1.109650492,0.920201556,,2.850815365,0.677771919,,1.170639815,0.266875977,,0.660829907,0.214404479,,0.302478998,0.133547517,
UGC07089,181.49115,43.14402,7.9,Sd,1.48,3.019951853,14.13,90,770,1054,14.39104315,12.96,774,10.56799563,11.6949896,11.6949896,UGC07089,181.49115,43.14402,213.0089507,2.688582243,125.3921819,,0.001580037,2.26E-04,,0.002398341,1.34E-04,,0.006975153,0.001364093,,0.017496426,0.001078074,,0.025623369,0.001671616,,0.032071498,0.002801042,,0.037453603,0.005116137,,0.043056912,0.019596806,,0.034566681,0.064804197,,0.028967273,0.0355542,,0.016867163,0.0018485,,0.010181707,0.002541507,,0.012517588,0.006749668,,0.021635936,0.01202878,,0.018040415,0.001163486,N,0.012539945,8.30E-04,N,,,,,,,,,,,,,,,,,,,,,,,,,1.157529976,0.278696989,,0.783813384,0.159482239,,0.419777785,0.109302222,
UGC07321,184.3914,22.54026,6.6,Scd,1.68,4.786300345,14.09,90,408,264,3.604587657,17.88,412,5.625341344,23.33458226,23.33458226,UGC07321,184.3914,22.54026,267.973217,3.524470108,-4.287113679,,0.001529523,8.60E-05,,0.002547377,1.07E-04,,0.006773582,0.003007988,,0.017049529,0.002113675,,0.025967274,0.002520795,,0.033302006,0.002621722,,0.037342215,0.00780782,,0.051912775,0.027281038,,0.111519864,0.070532087,,0.054558787,0.026179044,,0.023463099,0.002993644,,0.015238911,0.003162457,,0.024694524,0.004254164,,0.030626108,0.017300656,,0.025626156,0.001180703,n,0.017934787,8.64E-04,n,0.016953365,0.001374553,n,0.03164887,0.001464495,n,0.037938282,0.003193319,n,,,,,,,,,,1.134286117,0.442634263,,1.460441109,0.333075478,,1.627115923,0.278798659,,1.098795659,0.083023511,,0.45928184,0.042760482,
UGC07982,192.4593,2.85209,4.7,Sc,1.46,2.884031756,14.04,81.6,1155,1706,23.29328236,19.98,1155,15.770071,19.23091374,19.23091374,UGC07982,192.4593,2.85209,190.608398,2.448270585,90.21566726,,5.00E-04,3.82E-05,,8.91E-04,7.20E-05,,0.004503446,8.19E-04,,0.017665994,6.45E-04,,0.030967832,7.70E-04,,0.044500688,0.001809955,,0.051059255,0.003472767,,0.069164012,0.015377053,,0.122924272,0.047324202,,0.06151521,0.027901615,,0.035785914,0.002475553,,0.0179865,0.003074687,,0.072967481,0.08557417,,0.033659229,0.134462313,,0.03701716,0.001632899,n,0.024805723,0.001080902,n,,,,,,,,,,,,,,,,,,,0.935575859,0.509803257,,1.832634742,0.510341509,,1.774687402,0.204115757,,0.910963794,0.148238369,,0.333543865,0.078511454,
UGC08032,193.68405,13.2371,2,Sab,1.43,2.691534479,14.3,90,1113,1016,13.87220098,,1119,15.27853632,,13.87220098,UGC08032,193.68405,13.2371,157.6653069,2.028688477,77.69335054,,6.66E-04,6.39E-05,,3.11E-04,3.69E-05,,0.003264216,0.001080942,,0.013633919,6.73E-04,,0.025510203,9.68E-04,,0.036584705,0.001681971,,0.045893161,0.003138272,,0.056618818,0.013678534,,0.078473119,0.041238746,,0.056679454,0.023530651,,0.027879923,0.00166548,,0.01821632,0.002671296,,0.028672574,0.004305106,,0.035873325,0.010654721,,,,,,,,,,,,,,,,,,,,,,,,,,1.309847231,0.52074908,,1.030064731,0.490680719,,0.903319383,0.155024609,,0.404454436,0.121920992,,0.14775462,0.064032948,
UGC09242,216.3378,39.53941,6.6,Scd,1.62,4.16869388,14.12,90,1462,2043,27.89459312,20.48,1466,20.01638449,24.32204885,24.32204885,UGC09242,216.3378,39.53941,268.0027904,5.352314661,-19.41032506,,0.002362093,1.11E-04,,0.002751577,8.93E-05,,0.005964718,0.001733927,,0.012952399,9.13E-04,,0.016908175,0.001602203,,0.02112524,0.002282784,,0.023887045,0.004681308,,0.020462871,0.01371652,,0.01239847,0.023848357,,-0.015947961,0.031219383,,0.010672911,0.001718761,,0.004499188,0.001679058,,0.01038173,0.002346822,,0.017192417,0.007196614,,0.01109226,5.54E-04,,0.007873898,3.91E-04,,,,,,,,,,,,,,,,,,,,0.35504287,0.230189597,,0.934482345,0.391565869,,0.502850042,0.137680052,,0.281864057,0.103454465,,0.104334558,0.071989273,
