objname,ra2000,de2000,t,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist_best,name,ra,dec,semimaj_arcsec,axial_ratio,pos_angle,global_flag,GALEX_FUV,GALEX_FUV_err,GALEX_FUV_flag,GALEX_NUV,GALEX_NUV_err,GALEX_NUV_flag,SDSS_u,SDSS_u_err,SDSS_u_flag,SDSS_g,SDSS_g_err,SDSS_g_flag,SDSS_r,SDSS_r_err,SDSS_r_flag,SDSS_i,SDSS_i_err,SDSS_i_flag,SDSS_z,SDSS_z_err,SDSS_z_flag,2MASS_J,2MASS_J_err,2MASS_J_flag,2MASS_H,2MASS_H_err,2MASS_H_flag,2MASS_Ks,2MASS_Ks_err,2MASS_Ks_flag,WISE_3.4,WISE_3.4_err,WISE_3.4_flag,WISE_4.6,WISE_4.6_err,WISE_4.6_flag,WISE_12,WISE_12_err,WISE_12_flag,WISE_22,WISE_22_err,WISE_22_flag,Spitzer_3.6,Spitzer_3.6_err,Spitzer_3.6_flag,Spitzer_4.5,Spitzer_4.5_err,Spitzer_4.5_flag,Spitzer_5.8,Spitzer_5.8_err,Spitzer_5.8_flag,Spitzer_8.0,Spitzer_8.0_err,Spitzer_8.0_flag,Spitzer_24,Spitzer_24_err,Spitzer_24_flag,Spitzer_70,Spitzer_70_err,Spitzer_70_flag,Spitzer_160,Spitzer_160_err,Spitzer_160_flag,PACS_70,PACS_70_err,PACS_70_flag,PACS_100,PACS_100_err,PACS_100_flag,PACS_160,PACS_160_err,PACS_160_flag,SPIRE_250,SPIRE_250_err,SPIRE_250_flag,SPIRE_350,SPIRE_350_err,SPIRE_350_flag,SPIRE_500,SPIRE_500_err,SPIRE_500_flag
NGC4178,183.1932,10.86585,7,Scd,1.67,4.677350951,11.88,90,374,190,2.594210814,15.97,375,5.120152922,25.00344,25.00344,NGC4178,183.1932,10.86585,285.7954394,3.041725362,121.9533952,,0.010514795,4.76E-04,,0.014885686,4.12E-04,,0.036521439,0.004510264,,0.075986533,0.003396619,,0.120954607,0.004715008,,0.149520956,0.010075022,,0.16463015,0.016516107,,0.128889317,0.083960561,,0.162885413,0.071939767,,0.147494975,0.080318401,,0.10256367,0.005194677,,0.056824523,0.005645148,,0.235628698,0.015224742,,0.36373325,0.028761009,,0.105328594,0.003941809,an,0.06969221,0.002756155,an,0.080007524,0.005561177,n,0.295743778,0.008999394,n,0.387298224,0.019590325,n,5.459465036,0.555190808,n,16.01093707,1.933261821,n,,,,13.80546114,1.348396943,,15.57386562,1.402520999,,9.376836525,0.524105812,,5.005121757,0.284745516,,2.213705777,0.1373297,
NGC4183,183.3204,43.69854,5.8,Sc,1.63,4.265795141,12.84,90,930,1362,18.59639541,17.64,920,12.56144184,16.67247681,16.67247681,NGC4183,183.3204,43.69854,253.6402101,3.263009738,79.7047893,,0.003503822,2.44E-04,,0.005595064,1.63E-04,,0.015576542,0.001676842,,0.034663561,0.00124712,,0.053153151,0.001452595,,0.068516644,0.001880206,,0.073491462,0.005978662,,0.068552445,0.035237286,,-0.008391966,0.238762193,,0.058887576,0.063790889,,0.051916597,0.00247127,,0.02822415,0.003232773,,0.074887552,0.005219758,,0.094847,0.014800994,,0.051403928,0.002100093,N,0.035640408,0.001263863,N,0.028474656,0.004671675,N,0.082984933,0.002646789,N,,,,,,,,,,,,,3.468606536,0.481960711,,5.94561927,0.552377196,,3.738278916,0.270624409,,2.253819248,0.176841265,,1.06171631,0.082305795,
NGC4192,183.4512,14.89996,2.6,SABb,2.04,10.964781,10.85,90,-142,-214,-2.921900601,15.44,-114,,12.70574373,12.70574373,NGC4192,183.4512,14.89996,487.430047,4.048549987,65.5398535,,0.007166334,0.001042363,N,0.014912845,4.90E-04,,0.065439006,0.007007471,,0.252879421,0.007232838,,0.474026317,0.014252327,,0.677961252,0.013271746,,0.83250942,0.035276945,,1.19809781,0.13138161,,1.338639501,0.230524721,,1.241595422,0.207401355,,0.625093255,0.018844145,,0.359741728,0.014746671,,0.971589136,0.054106312,,1.104411897,0.081581407,,0.59749512,0.018059726,,0.38736454,0.01171927,,,,,,,,0.988709926,0.049787115,n,12.80750905,1.314977632,N,45.62791679,5.479586679,n,16.26046662,1.32186381,,27.5533133,2.020220717,,44.22859135,3.196983697,n,26.85712656,1.747743303,,12.70876391,0.789799231,,4.725654608,0.389757102,
NGC4206,183.82005,13.02386,4,Sbc,1.67,4.677350951,12.85,90,702,1021,13.94046969,20.16,702,9.58492627,18.87991449,18.87991449,NGC4206,183.82005,13.02386,252.6547268,3.209757048,91.67662049,,0.002621758,1.45E-04,,0.004299719,1.67E-04,,0.011739469,0.001496811,,0.034709749,0.00168059,,0.05898632,0.002650828,,0.078644655,0.004142485,,0.090308071,0.009923701,,0.114977394,0.030309598,,0.136364737,0.042265328,,0.109150469,0.042473856,,0.063593432,0.002825527,,0.034893517,0.002447032,,0.091266074,0.008980977,,0.116290394,0.017319041,,0.062923127,0.002076454,n,0.040607004,0.001308376,n,0.049353486,0.00362647,n,0.097744223,0.003439311,n,,,,,,,,,,1.073843605,0.401518812,,3.548331539,0.957672529,,5.660886787,0.703915953,,3.989230472,0.282596679,,2.343842106,0.205742971,,1.082937612,0.103530529,
NGC4216,183.97635,13.14958,3,SABb,1.89,7.762470911,10.95,90,131,18,0.24576734,16.59,133,1.81594757,13.80385356,13.80385356,NGC4216,183.97635,13.14958,507.1687071,4.15037327,111.0013009,,0.00197075,6.55E-04,,0.004894162,2.79E-04,,0.059452035,0.02066771,,0.260285169,0.00469549,,0.546833397,0.008053735,,0.851071147,0.010245558,,1.06202034,0.061319129,,1.6376875,0.140835069,,2.057016092,0.328298232,,1.688434112,0.155183366,,0.855191475,0.025349351,,0.462962144,0.01735619,,0.66716643,0.067242841,,0.489966042,0.111827116,,0.817034829,0.024601628,,0.511152319,0.015441028,,,,,,,,,,,,,,,,,5.34843491,1.232674104,n,18.26410353,1.397079899,,33.4466161,2.449419444,n,20.93097776,1.315485013,,9.84539862,0.641955225,,3.732788738,0.276162722,
NGC4217,183.96225,47.0919,3.1,Sb,1.73,5.3703182,12.05,81,1027,1516,20.69907155,19.37,1000,13.65374113,18.53532161,18.53532161,NGC4217,183.96225,47.0919,411.7482379,2.226756066,133.3252748,,0.00132876,7.19E-05,n,0.005148271,1.61E-04,n,0.029241978,0.002423968,c,0.107045998,0.00243387,c,0.210588228,0.004767403,c,0.367805947,0.006913408,c,0.441936038,0.009554799,c,0.514904561,0.030932652,,0.786494445,0.075866688,,0.619048615,0.038908154,,0.767004702,0.022670365,C,0.598727962,0.021489023,C,1.122899593,0.052209815,,1.288138634,0.075311072,,0.421556724,0.013150385,Cn,0.295252473,0.009362648,Cn,,,,1.384949999,0.041658713,aN,,,,,,,,,,,,,41.33179746,3.335827954,n,56.16614961,4.655751312,n,30.26528737,1.685181141,,12.77258515,0.73823152,,4.571339901,0.280828264,
NGC4222,184.0941,13.30724,6.6,Scd,1.45,2.818383241,13.9,90,230,97,1.324412889,23.35,230,3.140360459,19.76969657,19.76969657,NGC4222,184.0941,13.30724,202.2235604,2.545264332,-31.84350169,,8.40E-04,5.80E-05,,0.00123173,7.55E-05,,0.006138243,0.002377286,,0.015118888,0.001084247,,0.026953313,0.00138158,,0.036101477,0.001904775,,0.043132352,0.004474329,,0.060290158,0.023863663,,0.086103321,0.051997787,,0.058140247,0.021647506,,0.040308636,0.002012593,,0.023891682,0.002214483,,0.08673821,0.013049204,,0.13240798,0.021258836,,0.037749375,0.001568761,n,0.018404641,0.002193816,N,,,,,,,,,,,,,,,,1.823990951,0.495919271,,4.412786267,0.811945355,,5.580936405,0.645455297,,3.477614134,0.27087733,,1.930427264,0.159018202,,0.847131338,0.084963841,
NGC4235,184.2912,7.19157,1,Sa,1.64,4.365158179,12.61,90,2410,2859,39.03604588,24.97,2423,33.08301475,18.70683488,18.70683488,NGC4235,184.2912,7.19157,282.2899242,3.697657925,-39.13558912,,2.23E-04,4.28E-05,,8.13E-04,1.17E-04,,0.012333088,0.002620807,,0.057312324,0.001033182,,0.116886937,0.002272219,,0.171907402,0.004499657,,0.209924638,0.007195934,,0.266955583,0.052934465,,0.334920998,0.065571159,,0.317114633,0.050835551,,0.150121163,0.004742032,,0.08912464,0.005781064,,0.083876487,0.006202083,,0.106607671,0.015394345,,0.147656528,0.004742006,n,0.102047912,0.003290623,n,0.084311825,0.016704076,n,0.043132836,0.003218044,n,0.06343405,0.004687231,N,,,,,,,,,,0.67546115,1.348972326,,0.402407673,0.706278144,,0.783154831,0.168594526,,0.386799172,0.107551848,,0.084348441,0.069437288,
NGC4236,184.17525,69.46257,8,SBd,2.37,23.44228198,10.05,90,0,191,2.607864555,3.87,-1,,4.405549177,4.405549177,NGC4236,184.17525,69.46257,920.9630733,3.49170197,70.03964532,,0.065772062,0.002961273,,0.075927042,0.002060428,,,,,,,,,,,,,,,,,0.55885699,0.029580835,,-0.460786854,0.122215601,A,0.453705486,0.066247405,,0.24064133,0.009524745,,0.137522406,0.00752995,,0.219636543,0.016897398,,0.550911197,0.041375876,,0.30403882,0.015734635,N,0.22228122,0.012718437,N,-0.015836863,0.099081951,N,0.117534319,0.013411437,N,0.547642505,0.034026309,n,,,,,,,2.351931166,2.947302419,,10.17339274,3.798129198,,16.01613482,2.470061008,,9.913501201,0.719434565,,7.051259158,0.523556562,,3.296917123,0.310350295,
NGC4302,185.4264,14.59814,5.4,Sc,1.78,6.025595464,12.52,90,1149,1024,13.98143091,20.95,1126,15.37411251,14.32188352,14.32188352,NGC4302,185.4264,14.59814,416.5436114,5.265258775,88.14518819,c,0.001224711,1.56E-04,c,0.002544744,1.68E-04,c,0.015454912,0.005116345,c,0.073762786,0.005273858,c,0.147703989,0.004288215,c,0.227441283,0.011205851,c,0.289587655,0.018989288,c,0.462377406,0.066133684,c,0.659059097,0.24626253,c,0.601199155,0.061025794,c,0.328325526,0.009975406,c,0.185406563,0.007754745,c,0.497648801,0.026773159,c,0.493843288,0.046353349,c,0.308399877,0.009315859,c,0.210663281,0.006395212,cn,0.30324547,0.012976395,c,0.530417193,0.016690424,cn,0.488198887,0.024737684,cn,6.58007725,0.665484526,cn,32.27621051,3.922415653,cn,,,,18.67551547,1.814130394,c,29.47504167,2.074682805,c,18.74391549,1.127435829,c,8.415371865,0.580995437,c,3.013483137,0.232562288,c
NGC4307,185.5233,9.04361,3.2,Sb,1.54,3.4673682,12.8,90,1092,1008,13.76297105,22.21,1058,14.44565811,23.33458226,23.33458226,NGC4307,185.5233,9.04361,227.4344329,3.011353437,114.0186163,,2.94E-04,4.23E-05,,9.16E-04,4.92E-05,,0.007714226,0.003999398,,0.042326325,0.001072225,,0.086916672,0.001280982,,0.128588822,0.00306659,,0.160514419,0.007551503,,0.251469928,0.025962956,,0.288457877,0.053782702,,0.231277634,0.044509634,,0.126626501,0.004253196,,0.074382835,0.003420709,,0.113924804,0.007401529,,0.153773045,0.023083346,,0.122926257,0.003785851,,0.080619805,0.002529671,,,,,,,,,,,,,,,,,1.553430434,0.378871404,,4.884000718,0.709209252,,7.426633377,0.701905763,,4.564709939,0.285439734,,2.034154177,0.177791432,,0.717958874,0.08793252,
NGC4312,185.63055,15.53786,2,Sab,1.7,5.011872887,12.53,90,153,48,0.655379574,10.7,152,2.075368651,10,10,NGC4312,185.63055,15.53786,264.6114395,3.144126767,79.87555539,,3.57E-04,7.84E-05,,0.001551583,9.03E-05,,0.015117338,0.002793418,,0.053818384,0.002095803,,0.097479906,0.003734303,,0.136696886,0.003817806,,0.158767235,0.013002003,,0.214718213,0.034407952,,0.266432759,0.087212931,,0.183488872,0.071725789,,0.112787813,0.00360443,,0.059148554,0.004388848,,0.18787141,0.013169875,,0.203168419,0.024282378,,0.109082174,0.00343636,,0.072970138,0.002434454,,,,,,,,0.220500044,0.011239148,,3.072099802,0.31527625,,,,,,,,7.175208021,0.911141479,,8.046470689,1.132600769,,3.944373503,0.327555929,,1.552114005,0.155792278,,0.473126845,0.096145512,
NGC4313,185.66055,11.80084,2.1,Sab,1.58,3.801894339,12.61,90,1443,1016,13.87220098,14.62,1437,19.620426,12.24617038,12.24617038,NGC4313,185.66055,11.80084,277.8909888,2.917725718,49.29638634,,3.51E-04,1.45E-04,,0.001413758,1.03E-04,,0.021946484,0.011684312,a,0.061059866,0.002457249,,0.115986252,0.003412242,,0.168094485,0.005653052,,0.206347166,0.011955266,,0.305153117,0.044329949,,0.389821608,0.097571,,0.340749439,0.068798722,,0.151153908,0.004994625,,0.083180097,0.004637649,,0.131754479,0.026275283,,0.108119204,0.025432421,,0.143063909,0.004535366,,0.092866398,0.003046188,,,,,,,,0.126629375,0.009548466,N,1.91538042,0.222220286,N,5.334595958,0.704931893,N,0.374720188,0.661380582,,4.960402419,0.998781918,,6.185807643,0.719458798,,4.004367027,0.495965353,,1.702389624,0.282352303,,0.536926737,0.118016961,
NGC4388,186.44505,12.66202,2.8,Sb,1.73,5.3703182,11.9,90,2524,3020,41.2342982,19.96,2516,34.35281267,17.37801821,17.37801821,NGC4388,186.44505,12.66202,351.090978,3.253611285,-0.360627699,,0.00392518,1.79E-04,,0.007599183,2.09E-04,,0.029380587,6.86E-04,,0.11510318,0.001134377,,0.197743321,0.00182572,,0.268112964,0.003012812,,0.308880073,0.00419986,,0.526477159,0.011630031,,0.476975423,0.021280796,,0.459652787,0.012485907,,0.2691733,0.008203073,,0.206327334,0.007421954,,0.790221965,0.036810564,,2.575513803,0.150238777,,0.269198431,0.008211017,,0.222448743,0.006760681,,0.335255707,0.015328327,n,0.481482712,0.016831215,N,2.598612327,0.130023027,n,11.66713363,1.180757325,n,17.55325846,2.119454514,n,13.57087064,1.397302082,n,21.8388492,1.579190146,,20.71985438,2.071294698,n,9.123696656,0.576957027,,3.890401575,0.308904323,,1.465264426,0.133250781,
NGC4402,186.5316,13.11312,3.3,Sb,1.55,3.548133503,12.95,81.5,232,102,1.392681595,14.83,235,3.208629164,12.41651915,12.41651915,NGC4402,186.5316,13.11312,270.6377736,2.227644235,-0.317924159,,0.001031481,1.03E-04,,0.002408596,7.36E-04,,0.016256377,0.004649493,,0.054531174,0.027287073,,0.105764427,0.022443632,,0.154454382,0.038819254,,0.1883801,0.083367142,,0.208512154,0.146490479,,0.36163323,0.018217892,,0.300866754,0.112786324,,0.17839152,0.033450365,,0.111904677,0.006877581,,0.525400186,0.025051695,,0.678768192,0.041180258,,0.182470722,0.005882494,n,0.125739104,0.003986122,n,0.16811933,0.019200071,n,0.635032681,0.020648827,n,0.671270095,0.034035965,n,8.610579219,0.946262328,n,24.08908361,2.921532,n,8.954919335,0.9990396,,21.02479217,1.505202732,,26.72336477,2.029854778,,14.51760651,0.86449237,,6.111175287,0.384725765,,2.107804377,0.171647506,
NGC4419,186.73545,15.04726,1.2,Sa,1.59,3.890451749,11.99,84.5,-261,-314,-4.287274713,17,-218,,17.37801821,17.37801821,NGC4419,186.73545,15.04726,174.2768612,1.482872232,45.92677096,,5.84E-04,3.75E-05,,0.002037569,7.99E-05,,0.021129837,0.001284453,,0.087475717,9.98E-04,,0.174290308,0.002129633,,0.259960892,0.003312436,,0.328205054,0.009841491,,0.50875664,0.015567562,,0.618050502,0.038496437,,0.562834786,0.029205799,,0.264887222,0.007827932,,0.156243517,0.005709763,,0.48703722,0.023188154,,1.260634457,0.07218009,,0.261544182,0.008067525,,0.172117737,0.005445225,,0.211750994,0.009637881,,0.396629158,0.012032273,,1.261316145,0.063473404,N,8.228897653,-0.822889765,N,15.21903271,-1.826283925,N,,,,16.904387,1.830172625,,16.88065373,1.641007148,,8.379777769,0.53432761,,3.323533041,0.250851738,,1.126314325,0.108484599,
NGC4437,188.18955,0.11462,6,Sc,1.96,9.120109195,11.1,90,1128,1375,18.77389405,10.56,1128,15.40141999,8.394604953,8.394604953,NGC4437,188.18955,0.11462,534.4946021,4.65458325,-7.935365696,,0.007081397,3.32E-04,,0.015354351,4.80E-04,,0.053296158,0.008024625,,0.172781569,0.007254329,,0.303064203,0.011724096,,0.435869723,0.017353778,,0.508515091,0.049091017,,0.754165954,0.109199249,,1.000516459,0.259520617,,0.648547259,0.299892535,,0.455438662,0.013833628,,0.276529109,0.012930686,,0.910852121,0.047499292,,1.194321455,0.084694172,,0.44674397,0.013557923,N,0.298178994,0.009105744,N,0.356796948,0.012501064,N,0.862119529,0.026251936,N,1.148277778,0.057592186,n,11.85989356,1.199757664,n,49.52366882,5.95468206,n,,,,29.22561461,2.115701804,n,46.76165257,3.352832636,n,32.1854193,1.7745904,,16.86252153,0.933440509,,7.090961983,0.393758443,
NGC4445,187.0665,9.43629,2.1,Sab,1.4,2.511886294,13.59,90,354,176,2.403058438,17.77,343,4.683233206,18.03017915,18.03017915,NGC4445,187.0665,9.43629,151.2407707,1.88080385,12.6733004,,3.77E-04,3.19E-05,,8.01E-04,4.40E-05,,0.004209215,0.001226299,,0.019978111,7.07E-04,,0.037281382,0.001278083,,0.053539815,0.00339346,,0.062249309,0.004114898,,0.091652511,0.024462591,,0.046990761,0.100511429,,0.077812498,0.045380371,,0.045448562,0.002092819,,0.027374662,0.002113976,a,0.043246927,0.008253975,,0.040289047,0.013471711,,0.044184324,0.001465705,n,0.028001375,0.001488902,n,,,,,,,0.037098365,0.00339177,n,0.389586432,0.102876689,n,1.600142334,0.298614192,n,,,,1.555895175,0.456591576,,2.29946754,0.413807995,,1.329456772,0.128356334,,0.53969483,0.087290786,,0.16466898,0.050897944,
NGC4469,187.3668,8.74994,0.2,S0-a,1.46,2.884031756,12.37,85.5,539,275,3.754778809,16.75,586,8.001092299,16.74942788,16.74942788,NGC4469,187.3668,8.74994,304.5857481,2.966754978,-1.931707301,,3.57E-04,5.95E-05,,0.001184238,8.29E-05,,0.017518011,0.001737594,,0.086269306,0.001729122,,0.172847802,0.002780351,,0.254860073,0.00401913,,0.317883342,0.004915124,,0.491362816,0.05176652,,0.453154352,0.02810796,,0.417276596,0.07756171,,0.209478758,0.006429585,,0.111292767,0.013042617,a,0.092997276,0.030413863,,0.086799473,0.039161742,,,,,,,,,,,,,,0.087679398,0.007165985,n,1.28479893,0.417102658,n,3.330433952,0.562182777,n,,,,2.68726204,1.068937169,,4.461434129,1.107404892,,1.681307376,0.2468557,,0.434415799,0.168198917,,0.061551921,0.127277755,
NGC4488,187.71405,8.36011,0,S0-a,1.44,2.754229066,13.08,90,972,1005,13.72200983,8.05,984,13.43528127,8.053786959,8.053786959,NGC4488,187.71405,8.36011,265.5096859,2.297759646,97.10310668,,2.77E-04,1.34E-04,,7.97E-04,9.55E-05,,0.006580915,0.003290298,,0.041394553,0.003423485,,0.073925074,0.003274372,,0.107546748,0.001632789,,0.121766313,0.009275447,,0.126910698,0.056047457,,-0.041660571,0.162542311,,0.133968145,0.058645512,,0.081782738,0.004994666,,0.053305407,0.014042518,A,0.042828062,0.046966912,,0.068066879,0.053825533,,0.073374978,0.002537145,N,0.046281915,0.002356913,N,,,,,,,0.016845682,0.019006158,,,,,,,,,,,-0.781873802,0.96824563,,0.260400123,0.711720231,,0.096909444,0.188665797,,-0.116675834,0.205258286,,-0.127812982,0.105084906,
NGC4527,188.53395,2.65334,4,SABb,1.8,6.309572752,11.48,81.2,1736,985,13.44893501,14.32,1736,23.70289459,14.12537855,14.12537855,NGC4527,188.53395,2.65334,417.4334078,2.940066516,-25.38625699,,0.005711552,5.48E-04,,0.006363968,2.91E-04,,0.040280509,0.020094616,,0.160829927,0.006221722,,0.329778591,0.014859133,,0.494788131,0.017985873,,0.646904706,0.073541681,,1.02457722,0.104778011,,1.24814811,0.428702923,,1.194015529,0.268795944,,0.646363545,0.025784975,,0.404314129,0.027081425,,2.191416548,0.106922808,,3.33623791,0.196024156,,0.649186094,0.021337951,N,0.511165922,0.01730534,N,,,,,,,,,,,,,,,,,,,79.74308737,5.802093363,n,88.48236272,6.253023705,n,46.36252402,2.558819008,,19.91899489,1.10939416,,7.00536602,0.392521654,
NGC4532,188.5809,6.46756,9.7,IB,1.4,2.511886294,12.27,90,2012,998,13.62643364,14.62,2015,27.51228837,11.11731737,11.11731737,NGC4532,188.5809,6.46756,221.8494154,1.8581312,69.55714448,,0.012448887,5.65E-04,,0.018147613,5.00E-04,,0.033138916,0.002763925,,0.06189146,0.001880922,,0.084807781,0.002808581,,0.1021763,0.005928978,,0.09964149,0.009843384,,0.102786872,0.032501071,,0.139281708,0.10079361,,0.150900313,0.059925302,,0.079393463,0.005541927,,0.0475427,0.014689668,,0.261420513,0.015875136,,0.781856876,0.051159807,,0.082140375,0.003532943,n,0.049341589,0.002628218,,0.042800458,0.009049985,n,0.236674358,0.009006847,n,0.826591396,0.043161781,N,10.04838003,1.041899881,N,14.41575563,-1.729890676,N,,,,19.09270244,1.842804547,,15.95051116,1.544455178,,7.468419354,0.439590393,,3.394778741,0.253489047,,1.350632903,0.099703668,
NGC4565,189.08655,25.98719,3.3,Sb,2.22,16.59587017,10.06,90,1230,1983,27.07536865,12.09,1226,16.73948662,12.0781322,12.0781322,NGC4565,189.08655,25.98719,1003.816841,7.632529002,46.05070648,,0.009777298,4.41E-04,,0.016403816,7.14E-04,,0.130526785,0.061756842,,0.389270645,0.036331188,,0.772215125,0.03560897,,1.133560243,0.111979009,,1.477635131,0.012876254,,2.469426353,0.290505745,,3.065184511,0.198789664,,3.021221237,0.480524516,,1.507065175,0.045434475,,0.861891328,0.029420255,,1.574584412,0.080222158,,1.786352653,0.10150958,,1.454129502,0.043786931,N,0.959099089,0.02886063,N,1.036957617,0.031802446,N,1.812896535,0.05477462,n,1.129595373,0.056795591,n,20.57733745,2.061953414,N,93.18358584,11.18655831,n,,,,,,,,,,60.31772286,3.323117744,n,30.78769612,1.703514589,n,12.65227874,0.701131722,n
NGC4586,189.6183,4.31902,1.2,Sa,1.54,3.4673682,12.59,86.2,794,990,13.51720371,16.3,785,10.71818678,13.06171416,13.06171416,NGC4586,189.6183,4.31902,271.0202776,3.132446593,23.99890368,,5.52E-04,6.10E-04,,0.001145676,8.59E-05,,0.012628272,0.002979884,,0.055321645,0.002564785,,0.108180594,0.001879849,,0.162922545,0.004073715,,0.196937625,0.014927574,,0.302241615,0.06085952,,0.369804689,0.040215495,,0.311634165,0.077164609,,0.131272219,0.004397547,,0.069405093,0.004802181,,0.070479207,0.008972013,,0.048371798,0.016543304,,0.121059791,0.003728019,N,0.07834457,0.002383731,N,,,,,,,,,,,,,,,,,,,1.038391773,1.011183685,,2.78649992,0.704022753,,2.188905191,0.152712395,n,1.003368941,0.196819127,n,0.433164934,0.038532817,n
NGC4592,189.82815,-0.53196,8,Sd,1.61,4.073802912,12.57,90,1069,1057,14.43200437,11.63,1068,14.58219552,11.64125989,11.64125989,NGC4592,189.82815,-0.53196,417.9600297,3.414114268,3.375740878,,0.01423006,6.42E-04,,0.016916951,4.61E-04,,0.026857728,4.62E-04,,0.062762293,6.17E-04,,0.088668322,8.54E-04,,0.09795827,0.001505118,,0.094635259,0.002012016,,0.128000393,0.008177931,a,0.133864686,0.031078231,A,0.037683333,0.019317146,a,0.054516894,0.002191574,,0.02543925,0.002084494,,0.10118055,0.007433644,,0.15100756,0.022276377,,0.060104544,0.002135402,N,0.041027994,0.002813252,N,0.036354052,0.004772867,N,0.11290343,0.004018599,N,0.146995019,0.009224285,N,,,,,,,,,,5.068083208,1.601077095,n,5.377749067,1.769200987,n,4.648612781,0.30089097,,2.72047948,0.193138493,,1.471659359,0.132816872,
NGC4607,190.3014,11.88627,4,SBbc,1.46,2.884031756,13.74,90,2270,1014,13.8448935,17.78,2248,30.69361005,19.95263191,19.95263191,NGC4607,190.3014,11.88627,191.9703158,2.314341926,90.39546889,,3.00E-04,4.50E-05,,7.04E-04,5.15E-05,,0.006278511,8.44E-04,,0.018741211,8.99E-04,,0.035607911,0.001502272,,0.052439793,0.002050719,,0.062240111,0.006465563,,0.105714723,0.02903168,,0.207645068,0.073571503,,0.150095007,0.053476131,,0.063974964,0.003045365,,0.045869779,0.003749018,,0.198726905,0.013584041,,0.303307044,0.022586035,,0.065440665,0.002193556,,0.047296834,0.001800246,,0.085640812,0.007846701,,0.233442521,0.007558787,,0.268979785,0.013821747,,4.293091748,0.43324349,,9.466946013,1.160013203,,,,,8.730778953,0.797960975,,10.36000319,0.937550077,,5.473925519,0.352303864,,2.317853269,0.171783044,,0.854823819,0.107323412,
NGC4631,190.53285,32.54239,6.6,SBcd,2.16,14.45440056,9.47,90,606,553,7.550518842,5.69,616,8.410704533,7.345141649,7.345141649,NGC4631,190.53285,32.54239,904.3776017,2.80897731,-6.924269484,c,0.104323233,0.004696465,c,0.131987682,0.003571337,c,0.229762393,0.00573237,c,0.659064199,0.008425755,c,0.923109816,0.009898871,c,1.120551851,0.011530631,c,1.257661201,0.039131104,c,2.005121244,0.083591116,c,3.132431901,0.197395883,c,2.723993632,0.147644376,c,1.202520123,0.035415698,c,0.783964142,0.027572456,c,5.370676889,0.247584631,c,9.008045476,0.506996296,c,1.257099129,0.041812717,cN,0.917289744,0.029526337,cN,2.145269031,0.071016181,cN,5.68918248,0.171035571,acN,6.961901443,0.358637957,acn,119.2374948,11.95073518,acn,233.7948956,28.08855514,cn,143.7898116,10.25350047,,241.5148655,17.87753944,,254.9396646,17.88948222,,119.5553871,6.617614279,c,53.72349845,2.991675099,c,19.9978257,1.145051042,c
NGC4656,190.9896,32.17016,9,SBm,1.81,6.45654144,9.82,90,646,599,8.178590934,5.5,604,8.24685964,5.248077829,5.248077829,NGC4656,190.9896,32.17016,710.5788745,4.394867677,126.567118,,0.086363856,0.003904547,,0.089948841,0.002442026,,0.102599547,0.016228255,,0.190346568,0.012783036,,0.208306988,0.020890655,,0.220555674,0.031622842,,0.155860921,0.112924968,,0.270758963,0.472574775,,0.195052533,0.241801608,,0.181665144,0.515763798,,0.092140976,0.007413637,,0.061786107,0.01087568,,0.120733259,0.011121813,,0.487985153,0.085834037,,0.106235209,0.003816057,n,0.091469912,0.004420704,n,0.023450082,0.016524961,n,0.089595502,0.00646252,n,0.330543855,0.019983079,a,,,,,,,,,,9.044331273,2.249367585,,16.33459033,3.555427793,N,6.593048638,0.44604053,,5.197621449,0.778465674,,1.258690686,0.135883875,
NGC4758,193.1847,15.84656,9.1,SBm,1.44,2.754229066,13.57,90,1243,1023,13.96777717,14.44,1242,16.95794648,13.48963238,13.48963238,NGC4758,193.1847,15.84656,198.3195914,2.556803542,64.88878991,,0.001443521,1.16E-04,,0.001613494,6.46E-05,,0.007950569,0.001496254,,0.021938012,0.001598524,,0.037708135,0.001591281,,0.049643993,0.003147804,,0.05957585,0.00539519,,0.081241603,0.016469623,,0.135427037,0.064375948,,0.076802849,0.025494351,,0.041591812,0.001911468,,0.02623352,0.001916767,,0.068939423,0.007243522,,0.104656148,0.012948029,,0.03719039,0.001703706,n,0.025504884,0.001115584,N,,,,,,,,,,,,,,,,,,,3.317096393,0.604269565,,2.891930234,0.568073095,,2.831019297,0.237133516,,1.509995459,0.130801228,,0.670623647,0.062563978,
